CZ.Name,State,Racial.Segregation,Income.Segregation,Household.Income.per.capita,Local.Tax.Rate,Local.Government.Expenditures.Per.Capita,Labor.Force.Participation.Rate,Social.Capital.Index,Fraction.Religious
Winchester,VA,0.1004681,0.0417445,36886.55,0.0198247,1800.507,0.6689183,-0.87490886,0.3907859
Charlottesville,VA,0.0956682,0.0600174,37998.85,0.0224802,1882.208,0.6256939,-0.48403081,0.3651555
Syracuse,NY,0.2528398,0.0855179,35777.75,0.0361376,3043.899,0.6294561,0.35302766,0.4841229
Oneonta,NY,0.0534707,0.0116563,31398.21,0.0370645,2714.494,0.6103361,0.10179942,0.3771194
Union,NY,0.1197632,0.062878,35191.77,0.0314784,2369.864,0.6152779,0.50478307,0.4931321
Buffalo,NY,0.3418774,0.0984246,38617.59,0.0367367,3031.035,0.6394833,0.3936702,0.607294
Elmira,NY,0.1575515,0.0476172,32547.64,0.032719,2589.948,0.6148022,0.49973988,0.39649
Olean,NY,0.1434238,0.0159131,29823.36,0.0315443,2565.948,0.6111846,-0.13521336,0.4180083
St. Marys,PA,0.0248723,0.0157666,34878.12,0.020309,1510.309,0.6252366,1.1450123,0.7800224
Watertown,NY,0.1469816,0.0216262,27435.67,0.0353006,2903.914,0.6011876,-0.21307319,0.4723259
Plattsburgh,NY,0.2848686,0.0251768,28561.14,0.0410552,2871.809,0.5730237,-0.21006702,0.6345575
Amsterdam,NY,0.1301448,0.0266189,32623.87,0.0376573,2987.698,0.5952145,0.68253564,0.5702433
Albany,NY,0.2013209,0.0772963,40297.64,0.0336389,2766.869,0.6491102,0.6017971,0.5254501
Sunbury,PA,0.1689581,0.042764,30862.78,0.0165349,1425.535,0.5717438,0.6921824,0.5208896
Scranton,PA,0.13077540000000001,0.0441608,35124.57,0.0228433,1567.899,0.5977482,0.11783883,0.5571665
Williamsport,PA,0.1621834,0.0308596,31689.08,0.021039,1847.979,0.6056295,0.27868902,0.4493367
Allentown,PA,0.2135316,0.0815499,39894.28,0.0234507,2216.539,0.6331193,0.44801362,0.6257763
Reading,PA,0.2620462,0.0659657,38216.59,0.0205411,1807.47,0.6504018,0.54829909,0.5377095
Harrisburg,PA,0.2783363,0.0600823,38699.05,0.0208456,1908.882,0.6610023,0.68300004,0.4879934
Poughkeepsie,NY,0.1424096,0.069612,39706.93,0.0389619,3085.28,0.6368669,-0.75913548,0.57382
New York,NY,0.3818716,0.1316572,45508.88,0.0352155,3483.144,0.5977365,-1.1078584,0.6345512
Toms River,NJ,0.1984975,0.1091799,54035.78,0.0310056,2632.403,0.6141292,-0.56021761,0.6138932
Newark,NJ,0.3231924,0.1175982,51373.32,0.0311717,2781.92,0.6464201,-0.46621038,0.6110985
Philadelphia,PA,0.3758175,0.1223899,43745.57,0.0293252,2876.807,0.6358609,0.06833289,0.5612089
Wilmington,DE,0.2158225,0.0914311,44620.45,0.0129238,1737.288,0.6818957,0.1112012,0.4345463
Dover,DE,0.1305031,0.0300176,36397.88,0.0169205,1964.577,0.6214253,-0.7570085,0.3675652
Easton,MD,0.1108221,0.0559163,43805.41,0.0186309,1701.766,0.6473249,-0.47635197,0.4301186
Chincoteague,VA,0.0843877,0.0073812,31561.68,0.019786,1947.413,0.5856895,-0.45309965,0.3394684
Bangor,ME,0.065119,0.0279642,32900.38,0.0265893,1720.058,0.6353579,0.39184313,0.2922203
Calais,ME,0.1958624,0.0079454,26504.86,0.0242305,1528.889,0.5697261,-0.72341027,0.2586253
Presque Isle,ME,0.057003,0.0084352,27951.67,0.0233266,1769.405,0.5859588,-0.66095397,0.6084422
Portland,ME,0.0523065,0.0537745,37252.09,0.0272254,1931.044,0.6641631,0.33447149,0.3651064
Burlington,VT,0.0444371,0.0621495,37131.2,0.0302063,1865.589,0.7061405,0.45119355,0.4220923
Berlin,VT,0.0175556,0.014152,31203.67,0.031605,1842.063,0.6403609,0.50907756,0.4877183
Claremont,VT,0.0409312,0.0295862,38571.1,0.0374284,1939.671,0.68014,1.0262942,0.3321373
Providence,RI,0.2300731,0.0894737,39543.27,0.0249543,1878.804,0.6498393,-0.3892911,0.6228382
Nantucket,MA,0.0354648,0.0099844,49650.89,0.0698266,4867.931,0.7396805,7.3054497,0.3832983
Oak Bluffs,MA,0.0159451,0.008261,48058.84,0.0539657,3751.783,0.6820654,4.9939186,0.8596117
Boston,MA,0.2640431,0.0925692,49444.61,0.0228757,2474.746,0.6651028,0.29760735,0.6519302
Manchester,NH,0.0796084,0.0719669,43529.74,0.0335106,1804.27,0.7077018,-0.26219088,0.4847464
Keene,NH,0.0236559,0.0249812,37048.11,0.0420323,1855.974,0.6933247,0.68424623,0.2925255
Springfield,MA,0.2948173,0.0792939,36670.92,0.0184174,2419.603,0.647309,0.23488475,0.5858291
Bridgeport,CT,0.2685782,0.1167915,53281.22,0.0264855,2475.889,0.6655764,0.49268886,0.5787885
Pittsfield,MA,0.0672207,0.0524906,41091.46,0.0220342,1669.269,0.6416807,0.9507478,0.6236224
Ashland,WI,0.2356286,0.0108814,32218.23,0.026773,2724.796,0.6324599,1.5249879,0.5828809
Houghton,MI,0.1244727,0.0155903,26975.07,0.020334,2240.083,0.5625314,0.45956549,0.5021142
Ironwood,MI,0.1586509,0.0124119,32111.43,0.0248644,3036.238,0.5340362,1.0865314,0.5518425
Rhinelander,WI,0.197612,0.0133497,37114.96,0.038219,2511.64,0.5971686,1.9278727,0.5931036
Rice Lake,WI,0.1852208,0.0072649,33974.12,0.0282606,2679.167,0.6386586,1.5421291,0.5675801
Amery,WI,0.065718,0.0212583,36391.74,0.0257457,2603.569,0.6490991,1.5715984,0.5223975
Hutchinson,MN,0.0691068,0.0111413,37752.68,0.0153746,3364.073,0.7070292,1.705826,0.7914209
Redwood Falls,MN,0.0984333,0.0054178,37684.59,0.0205922,2928.05,0.6531223,2.8298357,0.8735906
Mankato,MN,0.1130826,0.0324662,34778.21,0.0192121,2662.663,0.7172259,2.0039698,0.700597
Owatonna,MN,0.085439,0.0249193,35163.88,0.0179295,2861.936,0.7048361,1.7098401,0.7262062
St. Cloud,MN,0.093829,0.0563293,35324.11,0.0229847,2480.421,0.7320303,0.71661643,0.6107091
Minneapolis,MN,0.1929339,0.1036992,47070.54,0.0258791,3365.125,0.7428989,1.3476059,0.5685719
Pine City,MN,0.098513,0.0082288,32879.55,0.0204856,2762.109,0.634527,0.99551425,0.4739681
Brainerd,MN,0.2257018,0.0208223,35545.12,0.0280628,3062.324,0.6024498,1.6983405,0.5995393
Rochester,MN,0.1122322,0.0611947,42380.02,0.0211293,3283.592,0.7235764,2.0626621,0.7084595
Austin,MN,0.0880104,0.0341543,38505.48,0.0172089,4542.409,0.644049,2.5408873,0.7579755
Mason City,IA,0.0315983,0.0155588,36400.09,0.0256915,2124.126,0.6723269,2.1267687,0.724261
Decorah,IA,0.0473618,0.0068983,34000.45,0.0257652,2420.284,0.6614171,2.055236,0.8640984
Marshalltown,IA,0.1743765,0.0256116,35247.22,0.0224222,2079.956,0.6576114,1.5777091,0.5340438
Waterloo,IA,0.2643205,0.0405165,34719.84,0.0243905,2231.058,0.659899,1.3460914,0.6649168
Iowa Falls,IA,0.0833904,0.0092488,36421.74,0.0255123,2495.239,0.6408638,2.4344953,0.7287912
Iowa City,IA,0.1354909,0.0726878,35558.45,0.0228123,2221.482,0.7124968,0.85854897,0.4315938
Cedar Rapids,IA,0.0822505,0.0561853,40329.62,0.0228585,2109.154,0.7121123,1.2409976,0.5802627
Ottumwa,IA,0.0547726,0.0302442,33871.12,0.0224981,2149.247,0.6461334,1.371658,0.4783509
Sheboygan,WI,0.1190754,0.0423341,39237.82,0.0223849,2599.876,0.6955497,1.5826977,0.7616003
Oshkosh,WI,0.092149,0.044753,38576.42,0.0232083,2261.712,0.7019706,1.2280883,0.6968822
Green Bay,WI,0.1525855,0.0667187,38561.1,0.0246566,2718.581,0.7069426,1.2089043,0.719745
Shawano,WI,0.3822947,0.0183443,33696.27,0.021445,2474.815,0.6386245,0.65029158,0.7183549
Wausau,WI,0.0984122,0.0388042,36499.36,0.0233057,2411.395,0.6895964,1.0484085,0.6887423
Eau Claire,WI,0.0863313,0.0326742,33090.16,0.0227733,2423.977,0.6936948,1.2436637,0.5968943
La Crosse,WI,0.0785908,0.0488456,34418.77,0.0245358,2391.71,0.6858228,1.1048076,0.6408052
Monroe,WI,0.062934,0.0184492,33581.5,0.022923,2527.67,0.6854118,0.79893111000000006,0.6759158
Madison,WI,0.1404739,0.0902726,40575.91,0.0292688,2839.408,0.7331389,1.8600775,0.5463263
Dubuque,IA,0.0912536,0.0345778,36442.94,0.0222455,1772.982,0.6872135,1.1469508,0.8133391
Charleston,IL,0.0712297,0.0337012,31206.15,0.017325,1502.515,0.6304702,0.60876763,0.4560552
Douglas,IL,0.2227862,0.0184171,31741.05,0.0142455,1491.321,0.6253929,1.2229346,0.6207718
Bloomington,IL,0.0980767,0.0709056,37176.96,0.0257737,1666.259,0.6998457,0.56524237,0.4787467
Decatur,IL,0.2296642,0.0988897,34871.42,0.0214758,1606.799,0.6574867,0.51057821,0.4765431
Burlington,IA,0.0915095,0.0257306,35038.39,0.0224139,1881.361,0.6454552,1.3679848,0.5027218
Galesburg,IL,0.1756904,0.0378714,30826.82,0.0192338,1783.664,0.61048,0.75093098,0.399097
Davenport,IL,0.1640595,0.0576712,37759.3,0.0210327,1921.246,0.6644835,0.73504655,0.507722
Clinton,IA,0.0748086,0.0262386,34145.69,0.0227613,2138.78,0.663385,1.1079552,0.5932146
Peoria,IL,0.27005440000000003,0.0569548,38841.65,0.0181331,1715.281,0.6390901,0.94565293,0.5203312
Kenosha,WI,0.1770711,0.0509406,39333.24,0.0245263,2515.092,0.687807,0.65257462,0.5300612
Milwaukee,WI,0.4359436,0.11467720000000001,42464.4,0.0267654,2977.356,0.6825345,1.1211717,0.5614024
Bourbonnais,IL,0.337072,0.0452474,35849.34,0.0168868,1632.011,0.6492667,0.24961557,0.4967707
Chicago,IL,0.4312969,0.1146743,45756.77,0.0336509,2784.078,0.6605312,-0.5328204,0.5713519
Rockford,IL,0.2051115,0.0763295,37848.39,0.0209687,1782.611,0.6671398,0.6633231,0.5291219
Rolla,MO,0.1547473,0.0363219,26402.47,0.0100368,1535.674,0.634756,-0.63213321,0.4810195
Farmington,MO,0.1041866,0.023416,27773.02,0.0122154,1358.45,0.571546,-0.1262191,0.5602738
St. Louis,MO,0.410303,0.1127915,42679.79,0.0222237,1896.448,0.6684499,0.43210744,0.5088203
Mexico,MO,0.1026844,0.0114319,30615.4,0.0143492,1300.824,0.5969523,0.88199441,0.6600858
Jacksonville,IL,0.219043,0.0294338,30776.67,0.0150484,1361.493,0.6145682,1.2241829,0.5821258
Springfield,IL,0.2295552,0.0869363,40181.61,0.0188567,2261.499,0.6680695,1.8335567,0.5655654
Edwardsville,IL,0.2100353,0.0450994,36421.45,0.017175,1583.807,0.6343773,0.58957578,0.5067246
Quincy,IL,0.0999094,0.0356818,31869.13,0.0145799,1587.652,0.6346154,1.2768351,0.5793427
Mountain Home,AR,0.0067492,0.0049943,32622.53,0.0116484,992.2565,0.4988614,-0.44015153,0.433196
West Plains,MO,0.015978,0.0111172,26978.95,0.0080928,1251.89,0.5542507,0.12172407,0.5235613
Harrison,AR,0.1195508,0.0152182,29628.95,0.0135205,1558.311,0.5858938,0.17649002,0.4549978
Heber Springs,AR,0.0137929,0.0132445,32635.1,0.0112202,952.1693,0.5101416,-0.44604807,0.4881226
Batesville,AR,0.0543999,0.0185616,29503.49,0.016515,1433.389,0.5391939,0.09393423,0.6262751
Henderson,KY,0.1038842,0.0333286,31360.96,0.0108176,1604.011,0.5903646,0.12774884,0.6507726
Union City,TN,0.1238012,0.0157439,30330.33,0.0132192,1640.534,0.5879486,-0.10976074,0.713205
Paducah,KY,0.2202669,0.0530817,34571.82,0.0138318,1698.321,0.5914996,0.59179855,0.6772109
Murray,KY,0.0772405,0.0413593,28383.03,0.0110585,2207.646,0.621084,-0.59959529,0.6024227
Centralia,IL,0.1724658,0.035765,33264.89,0.0146864,1686.754,0.6245004,0.99837294,0.648894
Carbondale,IL,0.2182745,0.0495554,28913.01,0.0138343,1606.245,0.572005,0.6285776,0.5238923
Harrisburg,IL,0.1036076,0.0201849,29679.51,0.013709,1781.728,0.532668,1.2058835,0.5253305
Cape Girardeau,MO,0.2033931,0.0422029,30141.27,0.0160455,1658.179,0.629519,0.34357611,0.5356398
Poplar Bluff,MO,0.1122361,0.0319658,28334.39,0.0108884,1174.779,0.5338175,-0.44295489,0.3375149
Blytheville,AR,0.2282264,0.0332446,26795.4,0.012002,1498.623,0.5649806,-1.007335,0.5998707
Jonesboro,AR,0.1464349,0.0383098,29115.25,0.010871,1341.376,0.615224,-0.39364529,0.6267447
Roseau,MN,0.1042395,0.0104872,33397.61,0.0209752,5151.974,0.7072513,1.1910817,0.6708054
Duluth,MN,0.0976184,0.0612565,34403.52,0.0207068,3445.079,0.6283048,2.081489,0.5325919
West Cook UT,MN,0.0372393,3.759e-4,39705.71,0.0375677,4651.758,0.672422,3.9629595,0.4736842
International Falls,MN,0.0064847,0.0127911,37115.17,0.017592,3124.179,0.6007544,1.0904257,0.6971787
Moberly,MO,0.0871398,0.0202274,29087.81,0.0173184,2002.044,0.6087253,0.69418608,0.6399398
Marshall,MO,0.0925609,0.0249051,31245.38,0.0144214,1562.839,0.6201119,0.85699146,0.6509805
Brookfield,MO,0.0758701,0.0057384,31878.52,0.0144975,1326.287,0.5995164,1.2011221,0.6870944
Trenton,MO,0.0295072,0.0045998,30864.04,0.0149815,1938.846,0.5951197,1.2014258,0.7493129
Polk,MO,0.1705976,0.0085055,28324.27,0.0127552,1509.163,0.5902699,0.2056876,0.4700209
Centerville,IA,0.0307254,0.0080652,30736.21,0.0218073,1997.39,0.5978161,0.92551049,0.4342383
Kirksville,MO,0.0473833,0.0305319,26767.43,0.0155715,1336.648,0.617888,0.83623702,0.4657452
Bismarck,ND,0.0786463,0.0384381,35395.77,0.0187737,2035.228,0.6943568,2.550638,0.8140563
East Grant UT,ND,0.0048959,0.0085906,30351.65,0.0226879,1740.772,0.5462031,0.46317039,0.8542767
Linton,ND,0.0092598,0.0019374,34910.25,0.0215399,1455.975,0.5414084,2.6608137,1.023631
Steele,ND,0.0134738,0.0011582,29679.99,0.0231399,1648.559,0.5500481,2.2499142,0.8016709
Devils Lake,ND,0.4523666,0.0268359,32686.59,0.0225695,1715.921,0.6128886,2.3886532,0.8811167
Carrington,ND,0.043901,0.0057019,36561.34,0.022828,1576.291,0.6150135,2.5568673,0.8809085
Turtle Mountain UT,ND,0.4596293,0.018191,25045.23,0.0160657,1726.02,0.5804397,0.42506686,1.018731
Minot,ND,0.0883124,0.0300173,31148.84,0.0182339,1625.456,0.6679736,1.2368719,0.6142257
Rugby,ND,0.0189479,0.0141718,33946.88,0.0223555,1410.288,0.5598785,2.3794512,0.838339
Ekalaka,SD,0.0148208,0.0028451,25282.67,0.0545115,2352.459,0.6919242,1.9671193,0.5079248
Baker,MT,0,0,30324.57,0.0412325,4109.894,0.6647165,1.6053761,0.8657032
Bowman,ND,0.0151796,0.0058237,34193.54,0.0199161,1819.898,0.6647174,2.4595867,0.8929908
Lemmon,ND,0.0416486,9.426e-4,34793.17,0.0284768,1943.228,0.5987663,3.1613503,0.8865183
Scobey,MT,0.0065961,0.0118222,32704.5,0.0331016,3841.13,0.5672295,2.8411814,1.308379
Wolf Point,MT,0.3001167,0.0135939,24254,0.0319146,2391.714,0.6262342,0.36422189,0.7928872
Plentywood,MT,0.0141644,0.0037856,33726.7,0.0279083,2408.495,0.590282,1.269775,0.7576126
Glasgow,MT,0.212774,0.0206645,31217.48,0.0368422,6900.015,0.6181893,1.5642835,0.5974259
Glendive,MT,0.0123838,0.0039538,29214.83,0.0284241,2129.959,0.6231959,1.7509932,0.5416148
Dickinson,ND,0.2190036,0.0158678,29908.72,0.019242,1599.642,0.6618877,1.2612914,0.8362705
Sidney,ND,0.4807816,0.0087188,30292,0.0227537,2384.618,0.6199287,1.4210602,0.6584071
Williston,ND,0.0916694,0.0144765,32277.37,0.019037,1956.641,0.642578,1.3533407,0.8278432
Brookings,SD,0.1256485,0.0120261,30234.07,0.0294336,2273.041,0.7200013,1.2618693,0.6630569
Madison,SD,0.0172597,0.0220709,30818.75,0.0267547,2610.982,0.6700417,2.2810784,0.7251412
Sioux Falls,SD,0.0823698,0.0758229,36624.38,0.0279824,1706.508,0.7418825,1.6290626,0.6432637
Watertown,SD,0.0281612,0.0228267,35142.73,0.0273652,2099.188,0.6927036,1.7891194,0.8255402
Milbank,MN,0.0702862,0.0045346,34360.77,0.0247326,5009.675,0.5963213,2.3391161,1.004157
Sisseton,SD,0.2626905,0.0114184,30613.08,0.0259678,1563.121,0.5998566,2.3311337,0.8310082
East Corson UT,SD,0.2337092,0.0135305,17400.51,0.0171922,1539.09,0.5462315,-0.24351506,0.692766
Mobridge,SD,0.140697,0.0028564,31321.75,0.0266878,1702.434,0.5931888,2.3785098,0.8341929
Aberdeen,SD,0.0487584,0.0252344,33759.89,0.030324,1759.469,0.6561785,2.0630198,0.8623947
Bemidji,MN,0.3174883,0.0268113,31567.29,0.0207506,2723.08,0.6345986,1.4431802,0.5644684
Grafton,ND,0.0717511,0.0132534,34409.39,0.0264798,2180.498,0.6173794,2.4151606,0.8762625
Thief River Falls,MN,0.066745,0.0104845,32094.95,0.0218399,3712.601,0.6477211,2.3380491,0.8260575
Grand Forks,ND,0.0771139,0.0541189,31651.47,0.0215891,2039.431,0.680159,1.6117065,0.6738285
Fargo,ND,0.0562532,0.0651535,34084.59,0.0202843,2262.824,0.7213759,1.8003606,0.6243833
Lisbon,ND,0.015079,0.0175107,35168.38,0.0208799,1428.666,0.6469254,2.6061769,0.8821582
Jamestown,ND,0.0399106,0.0227984,32842.16,0.0198356,1405.512,0.6312259,2.259876,0.7553668
Cooperstown,ND,0.0392792,7.165e-4,34889.81,0.0254211,1392.068,0.5829315,2.6946671,0.7458243
Fergus Falls,MN,0.0954975,0.0169145,36093.64,0.0188793,2972.452,0.6366826,2.7291703,0.7314347
Little Falls,MN,0.0583291,0.0141739,31850.94,0.0170181,2769.892,0.6425179,1.555984,0.6667335
O'Neill,NE,0.0217504,0.0047216,31083.88,0.0235842,1667.562,0.654021,1.310874,0.6880672
Ord,NE,0.0247789,0.0023019,31042.35,0.0317975,2683.88,0.6296111,0.83726797,0.8221554
Ainsworth,NE,0.0390948,0.0054033,30825.16,0.0317254,2816.853,0.6354251,1.5482812,0.5451788
Winner,SD,0.0335066,0.0053007,29623.25,0.0271539,1772.694,0.6272401,1.9783721,0.7046872
Yankton,SD,0.1482995,0.0165009,31086.26,0.0249946,1860.062,0.6361182,1.3095073,0.7687731
Mitchell,SD,0.0324629,0.0072439,33752.84,0.0296414,1673.153,0.6671774,2.0591327,0.786912
Huron,SD,0.0409631,0.0083716,35616.66,0.0256435,1635.942,0.6487617,3.5500816,0.7505435
Parkston,SD,0.33268,0.011734,29594.07,0.0279616,1538.862,0.5985801,2.7743678,0.9026481
Chamberlain,SD,0.5537449,0.0561361,26745.55,0.0247451,1366.201,0.6429591,0.6815989,0.6963953
Miller,SD,0.3529672,0.0098092,39611.15,0.0348906,1976.542,0.6246513,3.3749859,0.7215447
Pierre,SD,0.0794346,0.015801,38652.54,0.0269656,1942.68,0.7394846,5.266008,0.6994089
Gettysburg,SD,0,0,37190.4,0.0298962,1831.975,0.6141328,4.5549818,1.158188
Willmar,MN,0.1809027,0.0235246,35795.2,0.0175592,3638.411,0.6544192,2.6264035,0.8436775
Marshall,MN,0.0885729,0.0174634,34330.34,0.0201799,3783.342,0.6880509,2.8433023,0.8076549
Sioux Center,IA,0.0474057,0.0066682,32542.37,0.0231552,2097.366,0.6895932,2.8196852,0.9283368
Worthington,MN,0.1929318,0.00997,34678.46,0.0202009,3025.409,0.6530238,2.8129194,0.8635393
Spencer,IA,0.0214514,0.0117621,38060.72,0.0263246,2689.3,0.6571213,1.8206026,0.7805289
Fairmont,MN,0.0522507,0.0169203,35647.91,0.0218201,3270.012,0.6480948,2.8600454,0.8778005
Storm Lake,IA,0.216598,0.0082863,34279.39,0.0230055,1936.276,0.6436144,2.0776703,0.7407786
Fort Dodge,IA,0.1090417,0.018929,35645.63,0.0266922,2322.198,0.6266626,2.0795032,0.7189443
Des Moines,IA,0.174653,0.0761284,40107.64,0.0259444,2489.982,0.7219426,1.5952567,0.4833983
Creston,IA,0.0684861,0.0119699,31082.06,0.0271346,2735.738,0.6493208,1.4146176,0.4783708
Atlantic,IA,0.0150217,0.010381,35643.5,0.0251339,2556.875,0.659242,1.9705428,0.7680687
Carroll,IA,0.1781799,0.0095351,34861.86,0.0254876,2694.298,0.6579642,2.3755124,0.7837222
Rapid City,SD,0.0801999,0.053129,33200.56,0.0285692,1718.701,0.6876915,0.74400392,0.5418702
Eagle Butte,SD,0.1769794,0.0337856,18546.09,0.016258,1574.325,0.5775401,-0.00921828,0.5283241
Southwest Jackson UT,SD,0.4410588,0.0389163,26268.23,0.0290162,1559.89,0.6194544,1.4820541,0.6088568
Murdo,SD,0,0,30669.46,0.0364305,1774.925,0.7076591,1.6179047,0.6177703
Mission,SD,0.1019549,0.0026705,17597.96,0.0118997,2285.168,0.5868531,0.03522374,0.550795
Scottsbluff,NE,0.1154486,0.0186965,33191.67,0.0241191,2251.258,0.6500488,1.1364422,0.5315843
Cheyenne,WY,0.0640156,0.0555407,34424.96,0.017174,3061.019,0.664086,0.87606248,0.500178
Torrington,WY,0.0252124,0.0079871,31965.72,0.0199962,3130.52,0.6373685,0.93549208,0.4110565
Gordon,SD,0.4859407,0.0342269,19815.24,0.0174852,1751.038,0.5696595,-0.15312425,0.4540426
Virginia Beach,NE,0.1083281,0.0284426,31599.71,0.0254947,2142.162,0.6864946,1.1058773,0.7564485
Columbus,NE,0.2116957,0.0120727,34258.06,0.0228928,11529.13,0.6894374,0.98191489,0.750748
Hastings,NE,0.0588049,0.0405665,34343.34,0.0392363,3667.585,0.6664766,1.5961141,0.6454759
York,NE,0.0368592,0.0038443,35524.24,0.0315588,2504.742,0.6536702,2.3287551,0.6949127
Grand Island,NE,0.1496584,0.0318637,33159.67,0.026483,2478.924,0.6906377,1.3081513,0.801745
Sioux City,IA,0.2002684,0.0443425,35654.61,0.0248389,2172.693,0.6885317,1.2670359,0.5969708
West Point,NE,0.3603257,0.0074186,32028.04,0.0266836,2507.845,0.6453029,1.3407409,0.7226306
Lincoln,NE,0.0943325,0.0949332,35972.91,0.0274771,2960.261,0.7203723,1.6594489,0.4964514
Nebraska City,NE,0.0624672,0.0134722,34517.13,0.0252916,2051.944,0.6444963,1.6135811,0.6619592
Red Oak,IA,0.1106861,0.015968,33241.64,0.0234511,2014.364,0.6232213,1.3091941,0.5561757
Omaha,NE,0.2616235,0.1087991,39947.79,0.0252373,2742.945,0.7120258,0.53497515,0.5187145
Sterling,CO,0.0658938,0.0147142,31170.1,0.0344657,2620.714,0.6229337,1.0843862,0.5059747
Ogallala,NE,0.0380868,0.0048352,34903.51,0.0367641,2531.52,0.6486466,1.1929954,0.5976359
Oshkosh,NE,0,0,31316.23,0.0405045,2821.138,0.5925,3.9415953,0.7002618
Valentine,NE,0.0308147,0.0032837,31505.53,0.0363263,2561.397,0.6825128,1.7163781,0.557375
Broken Bow,NE,0.0102887,0.0036305,33846.46,0.0307123,2927.37,0.6488261,1.5541242,0.5848913
North Platte,NE,0.0383667,0.0207068,35591.35,0.032934,2202.699,0.657693,1.6464809,0.6015749
Colorado Springs,CO,0.0835121,0.1112557,37765.43,0.0240682,2738.578,0.6957904,-0.16928514,0.3654068
Limon,CO,0.0588917,0.0018139,25562.01,0.0350965,3138.883,0.524113,-0.17035864,0.3456547
Springfield,CO,5.478e-4,0.001438,31259.88,0.0405289,3379.061,0.57702850000000006,0.66462386,0.4027009
Pueblo,CO,0.0887534,0.0716258,31074.76,0.0271205,2410.202,0.576982,0.54720417,0.5708002
Trinidad,CO,0.0654369,0.0191536,30719.9,0.04055,3305.401,0.5245219,0.50453859,0.7075729
Burlington,CO,0.068328,0.0039567,32575.27,0.0426134,3420.312,0.6127493,2.0479207,0.6342717
Oberlin,KS,0.0038681,0.0036714,36684.12,0.0336312,2135.084,0.5789163,3.0103464,0.6941597
Norton,KS,0,0,27980.41,0.027487,2659.828,0.5482925,2.705823,0.5929784
Phillipsburg,KS,0.0191548,0.0066145,34879.49,0.0318141,2116.044,0.6016464,2.3107885,0.7648287
Colby,KS,0.0146567,0.0046839,36561.06,0.0419779,3041.958,0.6623945,2.5342939,0.6140177
Goodland,KS,0.0060381,0.0015486,32860.88,0.0379832,2866.469,0.6588659,2.4469166,0.4813727
Wano,KS,0.0057197,0.0023198,36523.63,0.0354411,2513.648,0.6183994,2.3233739,0.6820598
McCook,NE,0.0081447,0.0089025,32797.39,0.0296448,2859.483,0.6418225,1.3690167,0.6299061
Kearney,NE,0.0676817,0.0399669,31135.14,0.0256524,1721.294,0.7101237,1.2646573,0.6444238
Lexington,NE,0.3081044,0.0080042,33765,0.0298831,3189.162,0.6501839,1.8298628,0.797231
Salida,CO,0.0317457,0.0225051,33185.09,0.0242539,1897.272,0.5293508,0.34971888,0.5307228
Glenwood Springs,CO,0.0637509,0.0347658,45255.8,0.0672359,5292.147,0.7817926,-0.21155103,0.2960845
Granby,CO,0.021977,0.0025628,40410.57,0.0817537,3925.81,0.7709408,1.4247053,0.2123453
Laramie,WY,0.0356612,0.0585932,26024.1,0.0145907,2984.538,0.6758334,0.66631014,0.3659611
Fort Collins,CO,0.1234906,0.0802833,37522.63,0.0289463,3163.588,0.7009774,-0.07832903,0.3944639
Denver,CO,0.203113,0.1245828,46181.45,0.0302873,3017.666,0.7201804,0.31696931,0.3920636
Pratt,KS,0.016215,0.0040869,35115.41,0.0374737,2894.261,0.6416554,2.2650412,0.6859368
Coldwater,KS,0,0,37696.18,0.0496278,3293.558,0.6131026,0.77693397,0.7427555
Dodge City,KS,0.1511629,0.0155318,31770.99,0.038188,2323.704,0.6776475,0.71906943,0.5195742
Great Bend,KS,0.096091,0.0136297,33945.73,0.0324407,2292.143,0.6423498,1.8783034,0.7089165
Hutchinson,KS,0.0824366,0.0433555,33452.18,0.0293021,2086.473,0.6208272,1.0552029,0.5327745
Hays,KS,0.0394043,0.0314759,33330.44,0.0289676,1881.065,0.670231,1.4897178,0.5360247
Township 11,KS,0.0258348,0.0022905,34104.41,0.0423552,3308.599,0.6083196,1.6980179,0.6826556
Center,KS,0.0095281,0.0021236,38614.69,0.0460296,3294.008,0.6242974,2.4336407,0.8876805
Concordia,KS,0.0205859,0.0085053,36131.11,0.0278495,2255.608,0.6131094,2.3733368,0.6178747
Superior,NE,0.0078131,0.0041511,35206.46,0.0327376,2610.74,0.6147127,2.515602,0.8642009
Beloit,KS,0.013948,0.0078128,36359.42,0.0265473,2243.082,0.6382704,2.0183868,0.7721363
Salina,KS,0.0702673,0.069285,35541.32,0.0230299,1963.576,0.6921394,1.7422936,0.5456125
Hiawatha,KS,0.1148144,0.0078605,34022.27,0.0207626,1956.475,0.6293724,2.2984567,0.7443216
Marysville,KS,0.0108591,0.0048776,34953,0.0416649,4098.786,0.6342821,2.206285,0.7757336
Manhattan,KS,0.1390515,0.0514217,28788.32,0.0265964,1679.884,0.7007967,-0.17706495,0.394363
Topeka,KS,0.1281969,0.0874159,35816.43,0.0253933,2005.811,0.6825694,1.1295509,0.3974602
Wichita,KS,0.2155089,0.1023895,38847.42,0.0239841,2057.671,0.6797798,0.47763465,0.4836442
Newton,KS,0.0728073,0.0118915,36055.3,0.0248633,2175.489,0.6655864,2.7561684,0.6256862
